"",".id","name","chrom","start","end","subject","AGI","At_symbol","At_description","perc_ID","aln_length","mismatch","gap_open","qstart","qend","sstart","send","eval","score"
"259","QTL2","Bra008638","A10",11991337,11994616,"AT5G16190.1","AT5G16190","ATCSLA11;CSLA11","encodes a gene similar to cellulose synthase",90.075,1330,132,0,381,1710,1,1330,0,1804
"260","QTL2","Bra008639","A10",11995317,11996968,"AT5G16170.1","AT5G16170",NA,NA,85.749,1235,158,5,2,1218,1235,1,0,1427
"261","QTL2","Bra008640","A10",11997702,12000983,"AT5G16150.1","AT5G16150","GLT1;PGLCT","Encodes a putative plastidic glucose transporter.",88.371,1651,162,8,152,1784,1639,1,0,2104
"262","QTL2","Bra008642","A10",12001722,12008895,"AT5G16140.1","AT5G16140",NA,NA,89.793,725,68,3,124,845,1,722,0,966
"263","QTL2","Bra008641","A10",12003028,12007156,"ATMG00820.1","ATMG00820","ORF170","hypothetical protein",67.26,281,87,2,2719,2997,205,482,6.26e-16,87.8
"264","QTL2","Bra008643","A10",12008525,12009750,"AT5G16130.1","AT5G16130",NA,NA,90.75,573,53,0,1,573,573,1,0,794
"265","QTL2","Bra008644","A10",12010888,12013011,"AT5G16120.2","AT5G16120",NA,NA,82.781,1086,139,5,85,1122,1093,8,0,1137
"266","QTL2","Bra008645","A10",12023716,12025405,"AT5G16110.1","AT5G16110",NA,NA,77.668,609,74,9,174,727,134,735,9.39e-141,500
"267","QTL2","Bra008646","A10",12026619,12028467,"AT5G16100.1","AT5G16100",NA,NA,66.414,527,144,8,356,858,359,876,2.33e-34,147
"268","QTL2","Bra008647","A10",12029039,12031146,"AT3G02540.1","AT3G02540","RAD23-3;RAD23C","Encodes a member of the RADIATION SENSITIVE23 (RAD23) family: AT1G16190(RAD23A), AT1G79650(RAD23B), AT3G02540(RAD23C), AT5G38470(RAD23D). RAD23 proteins play an essential role in the cell cycle, morphology, and fertility of plants through their delivery of UPS (ubiquitin/26S proteasome system) substrates to the 26S proteasome.",76.953,256,44,2,126,366,1,256,1.31e-50,201
"269","QTL2","Bra008650","A10",12040441,12040699,"AT5G19940.1","AT5G19940",NA,NA,76.522,230,42,2,1,221,1,227,3.11e-43,174
"270","QTL2","Bra008651","A10",12045467,12046789,"AT5G16080.1","AT5G16080","AtCXE17;CXE17",NA,85.479,1033,117,6,72,1071,1,1033,0,1189
"271","QTL2","Bra008652","A10",12048987,12053098,"AT5G16070.1","AT5G16070",NA,NA,91.434,1611,135,1,75,1685,1,1608,0,2282
"272","QTL2","Bra008653","A10",12052400,12053696,"AT5G16060.1","AT5G16060",NA,NA,91.727,278,23,0,405,682,278,1,4.65e-110,398
"273","QTL2","Bra008654","A10",12053991,12056540,"AT5G16040.1","AT5G16040",NA,NA,90.704,1194,108,1,107,1300,1,1191,0,1651
"274","QTL2","Bra008655","A10",12056766,12059118,"AT5G16030.1","AT5G16030",NA,NA,84.587,1077,100,12,45,1112,1020,1,0,1200
"275","QTL2","Bra008656","A10",12065643,12068150,"AT5G16020.1","AT5G16020","GEX3","Encodes GEX3, a plasma membrane localized protein expressed in the male gametophyte.  Required for micropylar pollen tube guidance.  Also plays a role during early embryogenesis.",84.797,1901,253,7,28,1922,1908,38,0,2127
"276","QTL2","Bra008657","A10",12069264,12070300,"AT5G16010.1","AT5G16010",NA,NA,83.394,825,119,1,44,868,807,1,0,883
"277","QTL2","Bra008658","A10",12070630,12074715,"AT1G72550.1","AT1G72550",NA,NA,83.611,1800,271,3,243,2021,1797,1,0,1925
"278","QTL2","Bra008659","A10",12075890,12079020,"AT5G16000.1","AT5G16000","AtNIK1;NIK1","NSP-interacting kinase (NIK1), receptor-like kinase, involved in defense response against geminivirus  It acts as a virulence target of the begomovirus nuclear shuttle protein (NSP).",86.684,1930,233,7,248,2168,1917,3,0,2313
"279","QTL2","Bra008660","A10",12085552,12088362,"AT5G15980.1","AT5G15980",NA,NA,77.86,2019,369,9,484,2436,2007,1,0,1656
"280","QTL2","Bra008661","A10",12088687,12089813,"AT5G15970.1","AT5G15970","AtCor6.6;COR6.6;KIN2","Encodes a gene that can be induced by cold and abscisic acid and may be involved in cold acclimation and salt tolerance.",78.947,190,40,0,251,440,201,12,1.65e-39,163
"281","QTL2","Bra008662","A10",12092597,12094762,"AT5G15950.1","AT5G15950",NA,NA,86.042,1089,143,3,238,1326,1089,10,0,1274
"282","QTL2","Bra008663","A10",12097756,12100355,"AT5G15900.1","AT5G15900","TBL19","Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",85.012,1281,189,1,83,1360,1,1281,0,1443
"283","QTL2","Bra008664","A10",12100848,12102698,"AT5G15890.1","AT5G15890","TBL21","Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",84.751,1187,154,5,343,1514,407,1581,0,1326
"284","QTL2","Bra008665","A10",12100848,12104243,"AT5G15880.1","AT5G15880",NA,NA,88.539,1047,111,1,1769,2806,1047,1,0,1352
"285","QTL2","Bra102317","A10",12103481,12104061,"AT1G61566.1","AT1G61566","RALFL9","Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.",78.378,222,42,2,1,216,1,222,1.93e-45,181
"286","QTL2","Bra008666","A10",12105945,12107168,"AT5G15890.1","AT5G15890","TBL21","Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",72.766,470,65,3,255,679,327,778,5.81e-85,315
"287","QTL2","Bra008667","A10",12108182,12111745,"AT5G15870.1","AT5G15870",NA,NA,82.871,2271,345,10,321,2581,1,2237,0,2336
"288","QTL2","Bra008668","A10",12112403,12114753,"AT5G15850.1","AT5G15850","ATCOL1;BBX2;COL1","Homologous to the flowering-time gene CONSTANS.",75.135,1110,138,10,1036,2049,1,1068,0,838
"289","QTL2","Bra008669","A10",12117617,12119124,"AT5G15840.1","AT5G15840","BBX1;CO;FG","Encodes a protein showing similarities to zinc finger transcription factors, involved in regulation of flowering under long days. Acts upstream of FT and SOC1.",79.283,1144,156,11,37,1123,1,1120,0,1018
"290","QTL2","Bra008670","A10",12121372,12122228,"AT5G15830.1","AT5G15830","AtbZIP3;bZIP3",NA,82.812,576,60,5,180,731,561,1,1.99e-172,605
"291","QTL2","Bra008671","A10",12131027,12132015,"AT5G15820.1","AT5G15820",NA,NA,78.226,248,53,1,86,333,1033,787,9.24e-51,201
"292","QTL2","Bra008672","A10",12134502,12137628,"AT5G15810.1","AT5G15810",NA,NA,85.219,1989,237,11,150,2092,2076,99,0,2264
"293","QTL2","Bra008673","A10",12137891,12139096,"AT5G15802.1","AT5G15802",NA,NA,82.848,309,44,1,65,373,1,300,2.29e-87,322
"294","QTL2","Bra008674","A10",12141923,12144009,"AT5G15800.1","AT5G15800","AGL2;SEP1","Encodes a MADS box transcription factor involved flower and ovule development.  Functionally redundant with SEP2 and SEP3.",90.909,759,66,1,228,986,1,756,0,1056
"295","QTL2","Bra008675","A10",12144623,12146444,"AT5G15790.1","AT5G15790",NA,NA,82.873,724,88,6,3,717,697,1,0,753
"296","QTL2","Bra008676","A10",12148349,12149514,"AT5G15780.1","AT5G15780",NA,NA,77.261,1117,156,18,1,1032,1,1104,0,877
"297","QTL2","Bra008678","A10",12148639,12151800,"AT5G15780.1","AT5G15780",NA,NA,74.239,920,141,16,1,836,197,1104,6.26e-172,605
"298","QTL2","Bra008677","A10",12150019,12150502,"AT5G15770.1","AT5G15770","AtGNA1;GNA1","Encodes a putative glucose-6-phosphate acetyltransferase involved in UDP-N-acetylglucosamine biosynthesis.",84.091,440,70,0,42,481,9,448,1.1e-134,479
"299","QTL2","Bra008679","A10",12158788,12161803,"AT5G15740.1","AT5G15740",NA,NA,90.523,1530,142,1,645,2174,1,1527,0,2104
"300","QTL2","Bra008680","A10",12162676,12165242,"AT5G15730.2","AT5G15730","AtCRLK2;CRLK2",NA,87.575,1336,139,7,216,1551,1309,1,0,1654
"301","QTL2","Bra008681","A10",12167849,12174542,"AT5G15700.1","AT5G15700",NA,"Nucleus  encoded plastid RNA polymerase. Localized in mitochondria and chloroplast.",90.678,472,44,0,276,747,1716,2187,0,654
"302","QTL2","Bra008682","A10",12174816,12175974,"AT1G26515.1","AT1G26515",NA,NA,73.343,664,142,15,160,804,1041,394,1.51e-99,363
"303","QTL2","Bra008683","A10",12178349,12180417,"AT5G15650.1","AT5G15650","ATRGP2;RGP2","Reversibly Glycosylated Polypeptide-2.  Constitutive expression in tobacco impairs plant development and virus spread.",91.268,1065,93,0,415,1479,1065,1,0,1501
"304","QTL2","Bra008684","A10",12184430,12186590,"AT5G15630.1","AT5G15630","COBL4;IRX6","Encodes a member of the COBRA family, similar to phytochelatin synthetase. Involved in secondary cell wall biosynthesis. Mutants make smaller plants with reduced levels of cellulose and cell wall sugars.",90.084,595,56,1,803,1397,592,1,0,805
"305","QTL2","Bra008685","A10",12187608,12188300,"AT5G15600.1","AT5G15600","SP1L4","SPIRAL1-LIKE4 belongs to a six-member gene family in Arabidopsis; all members share high sequence similarity in amino- and carboxy-terminal regions. Regulates cortical microtubule organization. Mutant plants exhibit altered patterns of root, leaf and petal growth as a result of defective anisotropic cell expansion.",84.615,377,43,3,241,617,362,1,1.17e-116,419
"306","QTL2","Bra008686","A10",12189698,12190711,"AT1G45063.1","AT1G45063",NA,NA,75.749,701,161,2,114,814,56,747,8.84e-140,497
"307","QTL2","Bra008687","A10",12190783,12191591,"AT4G18250.1","AT4G18250",NA,NA,78.019,414,72,2,1,397,1757,1346,2.07e-94,345
"308","QTL2","Bra008688","A10",12194955,12196760,"AT5G38280.1","AT5G38280","PR5K","putative receptor serine/threonine kinase PR5K (PR5K) mRNA,  PR5-like receptor kinase",73.267,303,75,2,616,912,320,18,1.32e-43,178
"309","QTL2","Bra008690","A10",12204118,12210244,"AT5G15580.1","AT5G15580","LNG1;TRM2","Encodes LONGIFOLIA1 (LNG1). Regulates leaf morphology by promoting cell expansion in the leaf-length direction.  The LNG1 homologue LNG2 (At3g02170) has similar function.",81.539,1663,205,11,1119,2688,207,1860,0,1658
"310","QTL2","Bra008689","A10",12204640,12207873,"AT5G15580.1","AT5G15580","LNG1;TRM2","Encodes LONGIFOLIA1 (LNG1). Regulates leaf morphology by promoting cell expansion in the leaf-length direction.  The LNG1 homologue LNG2 (At3g02170) has similar function.",83.69,2802,328,15,520,3210,1,2784,0,3041
"311","QTL2","Bra008691","A10",12210387,12213488,"AT5G15550.1","AT5G15550",NA,NA,85.349,1290,174,3,97,1371,13,1302,0,1474
"312","QTL2","Bra008693","A10",12219277,12229693,"AT5G15540.1","AT5G15540","ATSCC2;EMB2773;SCC2","Encodes Adherin SCC2. Essential for viability. Required for normal seed development. Plays a role in the establishment of  sister-chromatid cohesion and chromosome organization  during meiosis.",88.945,5572,562,7,187,5737,1,5539,0,7288
"313","QTL2","Bra008694","A10",12229781,12231950,"AT5G15530.1","AT5G15530","BCCP2;CAC1-B","biotin carboxyl carrier protein isoform 2 (BCCP2) mRNA,",82.576,792,96,10,286,1059,768,1,0,800
"314","QTL2","Bra008695","A10",12235033,12238103,"AT5G15490.1","AT5G15490","UGD3",NA,88.635,1443,164,0,188,1630,1,1443,0,1864
"315","QTL2","Bra008696","A10",12238461,12241522,"AT5G15470.1","AT5G15470","GAUT14","Encodes a protein with  putative galacturonosyltransferase activity.",86.429,1599,190,1,116,1687,1,1599,0,1925
"316","QTL2","Bra008697","A10",12241818,12243943,"AT3G58220.2","AT3G58220",NA,NA,80.585,376,73,0,10,385,1332,957,1.52e-95,349
"317","QTL2","Bra008698","A10",12246067,12250337,"AT5G15450.1","AT5G15450","APG6;AtCLPB3;CLPB-P;CLPB3","Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips, the organ boundary region, the reproductive tissues of mature plants where plastids exist as proplastids, and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs, but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype.",86.591,2916,379,4,289,3201,1,2907,0,3489
"318","QTL2","Bra008699","A10",12251874,12255394,"AT5G15410.1","AT5G15410","ATCNGC2;CNGC2;DND1","'defense, no death' gene (DND1) encodes a mutated cyclic nucleotide-gated cation channel; Same as CNGC2 (article ID 229): Cyclic nucleotide gated channel, activated by cAMP, conducts K+ and other monovalent cations but excludes Na+, does not contain the GYG amino acid sequence found in other channels with this conductivity profile.  Conducts Ca2+ into cells which is linked to the generation of NO and the NO signaling pathway involved in the innate immune response to pathogens.",88.033,2181,240,3,455,2614,1,2181,0,2762
"319","QTL2","Bra008700","A10",12257118,12262706,"AT5G15400.1","AT5G15400","MUSE3",NA,87.524,3150,336,9,294,3419,1,3117,0,3920
"320","QTL2","Bra008701","A10",12262742,12264526,"AT5G15390.1","AT5G15390",NA,NA,82.568,1067,146,15,180,1232,1041,1,0,1054
"321","QTL2","Bra102318","A10",12262909,12264331,"AT1G61255.1","AT1G61255",NA,NA,71.399,486,67,7,1,468,1,432,4.53e-76,284
"322","QTL2","Bra008702","A10",12269854,12273525,"AT5G15340.1","AT5G15340",NA,NA,85.805,1881,237,5,59,1918,1,1872,0,2194
"323","QTL2","Bra008703","A10",12274346,12276411,"AT1G33320.1","AT1G33320",NA,NA,86.321,965,132,0,159,1123,1234,270,0,1146
"324","QTL2","Bra008704","A10",12281712,12282513,"AT5G15320.1","AT5G15320",NA,NA,84.568,162,19,2,258,413,162,1,1.73e-43,176
"325","QTL2","Bra008705","A10",12284138,12286024,"AT5G15310.1","AT5G15310","ATMIXTA;ATMYB16;MYB16","Member of the R2R3 factor gene family.",85.612,980,99,7,349,1298,968,1,0,1139
"326","QTL2","Bra008706","A10",12294021,12299625,"AT5G15300.1","AT5G15300",NA,NA,84.458,1615,251,0,1,1615,1,1615,0,1781
"327","QTL2","Bra008707","A10",12298256,12298552,"AT3G23690.1","AT3G23690",NA,NA,85.088,114,17,0,10,123,735,622,7.9e-30,129
"328","QTL2","Bra008708","A10",12299413,12300179,"AT5G15290.1","AT5G15290","CASP5",NA,90.714,560,52,0,202,761,560,1,0,776
"329","QTL3","Bra005991","A03",1520214,1521869,"AT5G08400.2","AT5G08400",NA,NA,89.369,903,87,2,1,894,903,1,0,1195
"330","QTL3","Bra005992","A03",1523604,1526070,"AT5G08415.1","AT5G08415","LIP1",NA,89.103,1193,106,4,224,1401,1184,1,0,1570
"331","QTL3","Bra005994","A03",1527639,1532446,"AT5G08450.1","AT5G08450","HDC1;RXT3-like",NA,81.433,2806,300,32,220,2853,2757,1,0,2767
"332","QTL3","Bra005995","A03",1533936,1538437,"AT5G08490.1","AT5G08490","SLG1",NA,86.777,2541,330,2,1191,3731,2550,16,0,3065
"333","QTL3","Bra005996","A03",1533936,1538437,"AT5G08490.1","AT5G08490","SLG1",NA,86.777,2541,330,2,1299,3839,2550,16,0,3065
"334","QTL3","Bra005997","A03",1541015,1541396,"AT5G08520.1","AT5G08520",NA,NA,86.28,379,52,0,3,381,379,1,4.15e-126,450
"335","QTL3","Bra005998","A03",1542995,1545563,"AT5G08530.1","AT5G08530","CI51",NA,92.281,1464,110,1,307,1770,1461,1,0,2129
"336","QTL3","Bra005999","A03",1545681,1547538,"AT2G37220.1","AT2G37220",NA,"Encodes a chloroplast RNA binding protein.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.",70.347,317,51,6,35,323,1,302,1.33e-38,159
"337","QTL3","Bra006000","A03",1553529,1555448,"AT5G08540.1","AT5G08540",NA,NA,79.124,1073,146,12,129,1171,1,1025,0,942
"338","QTL3","Bra100520","A03",1562614,1563136,"AT1G33390.1","AT1G33390","ATFAS4;FAS4","Over-expression of this gene results in stem fasciation.  The predicted amino acid sequence reveals the presence of two   domains (DEXH-box or DEAD-box helicase and DUF1065 domain) and fragments of two more domains (HrpA domain and HA2 domain).",82.969,229,36,1,3,228,881,1109,9.44e-62,235
"339","QTL3","Bra006001","A03",1566622,1568364,"AT5G05990.1","AT5G05990",NA,NA,82.4,125,14,4,42,166,447,563,2.88e-25,116
"340","QTL3","Bra006003","A03",1571614,1575304,"AT5G08550.1","AT5G08550","ILP1","Encodes a transcriptional repressor that is  homologous to the C-terminal region of mammalian GC binding factor.  It regulates endoreduplication through control of CYC2A expression.",90.417,960,92,0,5,964,2726,1767,0,1317
"341","QTL3","Bra100521","A03",1575970,1576378,"AT3G26840.1","AT3G26840","PES2",NA,83.92,199,29,1,1,199,1916,1721,2.68e-55,214
"342","QTL3","Bra006004","A03",1576686,1580002,"AT5G08560.1","AT5G08560",NA,NA,86.869,1782,210,6,250,2019,1770,1,0,2154
"343","QTL3","Bra006007","A03",1593860,1595196,"AT5G08565.1","AT5G08565",NA,NA,87.464,351,44,0,25,375,1,351,1.5e-121,435
"344","QTL3","Bra006008","A03",1595664,1597676,"AT5G08570.1","AT5G08570",NA,NA,88.178,1531,181,0,126,1656,1,1531,0,1945
"345","QTL3","Bra006009","A03",1596433,1600477,"AT5G08580.1","AT5G08580",NA,NA,85.618,1182,134,2,1727,2878,1176,1,0,1389
"346","QTL3","Bra006010","A03",1601029,1603563,"AT5G08590.1","AT5G08590","ASK2;SNRK2-1;SNRK2.1;SRK2G","Encodes a member of SNF1-related protein kinases (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily.",88.949,1104,80,3,1,1104,1,1062,0,1465
"347","QTL3","Bra006011","A03",1604126,1605968,"AT5G02700.1","AT5G02700",NA,NA,66.861,1373,333,30,28,1372,79,1357,2.51e-110,399
"348","QTL3","Bra006012","A03",1611374,1614527,"AT5G08630.1","AT5G08630",NA,NA,86.612,2181,247,3,1,2145,2172,1,0,2645
"349","QTL3","Bra100522","A03",1617930,1618719,"AT3G26840.1","AT3G26840","PES2",NA,84.388,237,34,2,1,237,1176,943,1.1e-67,255
"350","QTL3","Bra100523","A03",1619281,1619656,"AT3G26650.1","AT3G26650","GAPA;GAPA-1","Encodes one of the two subunits forming the photosynthetic glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and as such a constituent of the supramolecular complex with phosphoribulokinase (PRK) thought to be linked by a small peptide encoded by CP12-2. GapA-1 is coordinately expressed by light with PRK and CP12-2. The enzyme activity, tested in leaf protein extracts dropped significantly after external sucrose treatment for the photosynthetic GAPDH (NADPH-dependent) but not for the cytosolic GAPDH (NADH-dependent).",89.888,267,27,0,1,267,1119,853,3.92e-99,360
"351","QTL3","Bra006013","A03",1619885,1622697,"AT5G08690.1","AT5G08690",NA,"Encodes the mitochondrial ATP synthase beta-subunit.  This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",89.826,1671,164,2,267,1931,1671,1,0,2244
"352","QTL3","Bra006014","A03",1623357,1627533,"AT5G08680.1","AT5G08680",NA,"Encodes the mitochondrial ATP synthase beta-subunit.  This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",92.14,1196,94,0,1079,2274,484,1679,0,1734
"353","QTL3","Bra006015","A03",1628079,1629780,"AT5G08790.1","AT5G08790","anac081;ATAF2","induced by wounding, belongs to a large family of putative transcriptional activators with NAC domain.",86.449,856,95,4,162,1002,850,1,0,1021
"354","QTL3","Bra006016","A03",1634305,1636769,"AT5G09220.1","AT5G09220","AAP2","member of AAAP family",87.854,1482,162,2,129,1592,1,1482,0,1869
"355","QTL3","Bra006017","A03",1637422,1639777,"AT5G09300.1","AT5G09300",NA,NA,85.664,1423,184,6,248,1654,1419,1,0,1638
"356","QTL3","Bra006018","A03",1640490,1641160,"AT5G09310.1","AT5G09310",NA,NA,85.649,439,51,1,1,427,441,3,1.36e-145,515
"357","QTL3","Bra006019","A03",1641705,1643247,"AT5G09330.1","AT5G09330","ANAC082;NAC082;VNI1",NA,76.385,686,100,12,112,796,1020,396,1.51e-143,509
"358","QTL3","Bra006020","A03",1644074,1647928,"AT5G09400.1","AT5G09400","KUP7","potassium transporter",89.133,2595,264,3,26,2620,1,2577,0,3411
"359","QTL3","Bra006021","A03",1647934,1649119,"AT5G09430.1","AT5G09430",NA,NA,88.675,936,106,0,26,961,1,936,0,1211
"360","QTL3","Bra006022","A03",1651370,1653106,"AT5G09470.1","AT5G09470","DIC3","Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).",88.166,1014,114,1,127,1134,1014,1,0,1288
"361","QTL3","Bra006023","A03",1653210,1654076,"AT5G09480.1","AT5G09480",NA,NA,75.369,406,73,3,398,776,416,11,1.61e-78,293
"362","QTL3","Bra006024","A03",1654492,1655105,"AT5G09500.1","AT5G09500",NA,NA,89.625,453,44,1,13,462,453,1,3.8e-172,603
"363","QTL3","Bra006025","A03",1656110,1657021,"AT5G09530.1","AT5G09530","PELPK1;PRP10",NA,78.234,657,107,4,173,829,621,1,3.33e-157,554
"364","QTL3","Bra006026","A03",1657952,1660767,"AT5G09550.1","AT5G09550","GDI",NA,91.33,1338,98,1,1,1320,1,1338,0,1902
"365","QTL3","Bra006027","A03",1661258,1665510,"AT5G09590.1","AT5G09590","HSC70-5;MTHSC70-2","heat shock protein 70 (Hsc70-5); nuclear",86.978,2058,247,3,331,2376,1,2049,0,2509
"366","QTL3","Bra006028","A03",1664614,1666530,"AT5G09630.1","AT5G09630",NA,NA,68.453,1157,322,17,166,1296,1161,22,2.09e-111,403
"367","QTL3","Bra006029","A03",1668423,1670153,"AT5G09650.1","AT5G09650","AtPPa6;PPa6","Encodes a protein with inorganic pyrophosphatase activity.",89.037,903,87,2,178,1068,903,1,0,1184
"368","QTL3","Bra006030","A03",1673019,1673689,"AT5G39650.1","AT5G39650","DAU2",NA,87.324,568,69,1,1,568,169,733,0,699
"369","QTL3","Bra006031","A03",1674856,1677307,"AT5G09760.1","AT5G09760",NA,NA,86.13,1651,215,4,220,1857,1,1650,0,1939
"370","QTL3","Bra006032","A03",1677876,1679566,"AT5G09770.1","AT5G09770",NA,NA,88.602,465,53,0,16,480,465,1,4.63e-171,600
"371","QTL3","Bra100524","A03",1686537,1686999,"AT1G45201.1","AT1G45201","ATTLL1;TLL1","Target of AtGRP7 regulation.",81.944,432,75,1,1,432,22,450,5.4e-119,426
"372","QTL3","Bra006033","A03",1690539,1692982,"AT5G09810.1","AT5G09810","ACT7;AtACT7","Member of Actin gene family.Mutants are defective in germination and root growth.",90.653,1134,106,0,164,1297,1,1134,0,1568
"373","QTL3","Bra006034","A03",1693743,1695362,"AT5G09820.2","AT5G09820",NA,NA,86.983,822,98,2,269,1081,822,1,0,1000
"374","QTL3","Bra006035","A03",1697372,1699881,"AT5G09850.1","AT5G09850",NA,NA,82.369,1072,123,12,368,1385,1060,1,0,1086
"375","QTL3","Bra006036","A03",1702661,1708723,"AT5G09870.1","AT5G09870","CESA5;MUM3","Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.",85.141,3237,448,7,1,3231,1,3210,0,3667
"376","QTL3","Bra006037","A03",1709619,1709942,"AT5G09876.1","AT5G09876",NA,NA,79.783,277,44,3,45,309,42,318,2.68e-64,244
"377","QTL3","Bra006038","A03",1711245,1714540,"AT5G09900.3","AT5G09900","EMB2107;MSA;RPN5A","Encodes one of two isoforms for the 26S proteasome regulatory protein (RN) subunit RPN5. For many functions it acts redundantly with the paralogous gene RPN5b but also appears to exert independent effects.",89.705,1389,129,6,204,1579,1388,1,0,1846
"378","QTL3","Bra006039","A03",1714779,1715923,"AT5G09920.1","AT5G09920","ATRPB15.9;NRPB4;RPB15.9;RPB15.9.9","Non-catalytic subunit specific to DNA-dependent RNA polymerase II; the ortholog of budding yeast RPB4)",94.484,417,23,0,1,417,1,417,0,648
"379","QTL3","Bra006040","A03",1716722,1717349,"AT5G09940.1","AT5G09940",NA,NA,70.909,660,139,14,1,626,1,641,1.55e-83,309
"380","QTL3","Bra006041","A03",1720914,1721893,"AT5G09980.1","AT5G09980","PROPEP4",NA,78.243,239,34,4,112,341,10,239,1.96e-49,196
"381","QTL3","Bra006042","A03",1722389,1725463,"AT5G10010.1","AT5G10010","HIT4",NA,90.323,465,45,0,733,1197,841,1305,0,636
"382","QTL3","Bra006043","A03",1727122,1730853,"AT5G10020.1","AT5G10020","SIRK1",NA,80.748,3127,520,11,137,3192,26,3141,0,2949
"383","QTL3","Bra006044","A03",1734631,1736439,"AT5G10050.1","AT5G10050",NA,NA,88.172,837,99,0,13,849,1,837,0,1063
"384","QTL3","Bra006045","A03",1736267,1738888,"AT5G10060.1","AT5G10060",NA,NA,83.057,1446,161,13,491,1888,1410,1,0,1521
"385","QTL3","Bra006046","A03",1739749,1741477,"AT5G10090.1","AT5G10090","TPR13",NA,81.924,1372,194,4,32,1355,1775,410,0,1388
"386","QTL3","Bra006047","A03",1747883,1750577,"AT5G10100.2","AT5G10100","TPPI",NA,87.185,991,93,2,213,1200,61,1020,0,1236
"387","QTL3","Bra006048","A03",1756702,1758429,"AT5G10110.1","AT5G10110",NA,NA,79.83,471,81,4,355,825,954,498,3.18e-115,416
"388","QTL3","Bra006050","A03",1762947,1764210,"AT5G10120.1","AT5G10120",NA,NA,88.517,418,42,2,1,415,1,415,3.44e-151,535
