name,UN_network,MR_Cutoff,.id,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait,AveExpr.UN,F.UN,P.Value.UN,adj.P.Val.UN,rank_F.UN
Bra006838,NA,NA,QTL1,A03,5279547,5284999,AT5G57030.1,AT5G57030,LUT2,"Lutein-deficient 2 (LUT2) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Encodes lycopene epsilon cyclase",87.516,1602,167,5,1,1596,1575,1,0,1995,UNHmax2011,5.834041990153951,2.673416486101269,2.6101755772064202e-12,1.1286351952843688e-11,22039
Bra006839,NA,NA,QTL1,A03,5286220,5289573,AT5G57015.1,AT5G57015,ckl12,"NA",88.321,1310,134,5,239,1531,1308,1,0,1667,UNHmax2011,4.63632240226811,2.671184283579094,2.7239595097533296e-12,1.1757071849685102e-11,22027
Bra006839,NA,NA,QTL6,A03,5286220,5289573,AT5G57015.1,AT5G57015,ckl12,"NA",88.321,1310,134,5,239,1531,1308,1,0,1667,UNduration2011,4.63632240226811,2.671184283579094,2.7239595097533296e-12,1.1757071849685102e-11,22027
Bra006840,NA,NA,QTL1,A03,5290441,5291721,AT5G57000.1,AT5G57000,"NA","NA",81.907,514,66,3,223,721,61,562,2.28e-146,518,UNHmax2011,1.088262510037458,2.1276729057870485,7.587722987530886e-8,1.9616272216298624e-7,17580
Bra006840,NA,NA,QTL6,A03,5290441,5291721,AT5G57000.1,AT5G57000,"NA","NA",81.907,514,66,3,223,721,61,562,2.28e-146,518,UNduration2011,1.088262510037458,2.1276729057870485,7.587722987530886e-8,1.9616272216298624e-7,17580
Bra006841,NA,NA,QTL6,A03,5296279,5298872,AT5G56940.1,AT5G56940,"NA","NA",89.933,149,12,1,181,329,351,206,1.25e-50,199,UNduration2011,-0.08761449146688191,3.648769017862211,2.4599077782538898e-20,1.929957202708881e-19,25015
Bra006841,NA,NA,QTL1,A03,5296279,5298872,AT5G56940.1,AT5G56940,"NA","NA",89.933,149,12,1,181,329,351,206,1.25e-50,199,UNHmax2011,-0.08761449146688191,3.648769017862211,2.4599077782538898e-20,1.929957202708881e-19,25015
Bra006842,NA,NA,QTL1,A03,5302724,5304769,AT1G09850.1,AT1G09850,XBCP3,Arabidopsis thaliana papain-like cysteine peptidase,87.5,40,5,0,705,744,876,915,3.24e-5,50,UNHmax2011,NA,NA,NA,NA,NA
Bra006842,NA,NA,QTL6,A03,5302724,5304769,AT1G09850.1,AT1G09850,XBCP3,Arabidopsis thaliana papain-like cysteine peptidase,87.5,40,5,0,705,744,876,915,3.24e-5,50,UNduration2011,NA,NA,NA,NA,NA
Bra006843,NA,NA,QTL1,A03,5305586,5306648,AT5G56920.1,AT5G56920,"NA","NA",71.029,680,161,12,5,666,662,1,1.11e-85,316,UNHmax2011,-0.290132367243745,12.85882952094867,2.203161613499164e-73,6.910310408730201e-72,27755
Bra006843,NA,NA,QTL6,A03,5305586,5306648,AT5G56920.1,AT5G56920,"NA","NA",71.029,680,161,12,5,666,662,1,1.11e-85,316,UNduration2011,-0.290132367243745,12.85882952094867,2.203161613499164e-73,6.910310408730201e-72,27755
Bra006844,NA,NA,QTL1,A03,5308455,5309596,AT5G56920.1,AT5G56920,"NA","NA",70.674,682,176,11,24,693,670,1,8.9e-81,300,UNHmax2011,1.0375321091210445,21.875565517135307,4.50688145398914e-103,2.5840655504592134e-101,28169
Bra006844,NA,NA,QTL6,A03,5308455,5309596,AT5G56920.1,AT5G56920,"NA","NA",70.674,682,176,11,24,693,670,1,8.9e-81,300,UNduration2011,1.0375321091210445,21.875565517135307,4.50688145398914e-103,2.5840655504592134e-101,28169
Bra006845,NA,NA,QTL1,A03,5312127,5313346,AT5G56920.1,AT5G56920,"NA","NA",66.667,681,166,10,48,678,670,1,2.85e-55,215,UNHmax2011,-0.7505132652900245,19.074225244002424,3.9743463230003276e-95,1.9376966052342414e-93,28081
Bra006845,NA,NA,QTL6,A03,5312127,5313346,AT5G56920.1,AT5G56920,"NA","NA",66.667,681,166,10,48,678,670,1,2.85e-55,215,UNduration2011,-0.7505132652900245,19.074225244002424,3.9743463230003276e-95,1.9376966052342414e-93,28081
Bra006849,NA,NA,QTL1,A03,5331833,5332649,AT5G56880.1,AT5G56880,"NA","NA",82.051,390,55,4,169,549,97,480,1.12e-105,383,UNHmax2011,NA,NA,NA,NA,NA
Bra006849,NA,NA,QTL6,A03,5331833,5332649,AT5G56880.1,AT5G56880,"NA","NA",82.051,390,55,4,169,549,97,480,1.12e-105,383,UNduration2011,NA,NA,NA,NA,NA
Bra006850,NA,NA,QTL1,A03,5332741,5337357,AT5G56870.1,AT5G56870,BGAL4,"NA",90.441,2176,200,3,288,2456,2175,1,0,2980,UNHmax2011,2.6595997671934533,3.3823882489144386,3.5729021089956065e-18,2.4735077918542875e-17,24528
Bra006850,NA,NA,QTL6,A03,5332741,5337357,AT5G56870.1,AT5G56870,BGAL4,"NA",90.441,2176,200,3,288,2456,2175,1,0,2980,UNduration2011,2.6595997671934533,3.3823882489144386,3.5729021089956065e-18,2.4735077918542875e-17,24528
Bra006851,NA,NA,QTL6,A03,5352034,5354720,AT5G56860.1,AT5G56860,GATA21;GNC,Encodes a member of the GATA factor family of zinc finger transcription factors.,82.051,1209,151,11,598,1752,1,1197,0,1213,UNduration2011,2.847639609758276,4.288640140101062,2.227626722775662e-25,2.1633334311833563e-24,25717
Bra006851,NA,NA,QTL1,A03,5352034,5354720,AT5G56860.1,AT5G56860,GATA21;GNC,Encodes a member of the GATA factor family of zinc finger transcription factors.,82.051,1209,151,11,598,1752,1,1197,0,1213,UNHmax2011,2.847639609758276,4.288640140101062,2.227626722775662e-25,2.1633334311833563e-24,25717
Bra006852,NA,NA,QTL6,A03,5355993,5358689,AT5G56850.1,AT5G56850,"NA","NA",85.856,707,88,2,120,817,1,704,0,827,UNduration2011,4.250616809767967,3.478349298082046,5.894656800667649e-19,4.2999496478763395e-18,24739
Bra006852,NA,NA,QTL1,A03,5355993,5358689,AT5G56850.1,AT5G56850,"NA","NA",85.856,707,88,2,120,817,1,704,0,827,UNHmax2011,4.250616809767967,3.478349298082046,5.894656800667649e-19,4.2999496478763395e-18,24739
Bra006853,NA,NA,QTL1,A03,5360674,5362589,AT5G56840.1,AT5G56840,"NA","NA",85.216,717,82,7,372,1079,702,1,0,805,UNHmax2011,2.528738245585919,6.129987146987671,1.548712925202833e-38,2.294496234610585e-37,26734
Bra006853,NA,NA,QTL6,A03,5360674,5362589,AT5G56840.1,AT5G56840,"NA","NA",85.216,717,82,7,372,1079,702,1,0,805,UNduration2011,2.528738245585919,6.129987146987671,1.548712925202833e-38,2.294496234610585e-37,26734
Bra006854,NA,NA,QTL6,A03,5368360,5369850,AT5G56810.1,AT5G56810,"NA","NA",72.769,1300,280,17,22,1251,1296,1,0,738,UNduration2011,-0.8472761992846285,6.364811854471644,4.500310848208858e-40,6.928835198520491e-39,26807
Bra006854,NA,NA,QTL1,A03,5368360,5369850,AT5G56810.1,AT5G56810,"NA","NA",72.769,1300,280,17,22,1251,1296,1,0,738,UNHmax2011,-0.8472761992846285,6.364811854471644,4.500310848208858e-40,6.928835198520491e-39,26807
Bra006855,NA,NA,QTL6,A03,5371461,5372912,AT5G56810.1,AT5G56810,"NA","NA",68.051,626,148,17,181,790,1285,696,1.57e-49,197,UNduration2011,1.3133758650888625,1.8614051034004382,8.71470947764595e-6,1.7208519858462188e-5,14151
Bra006855,NA,NA,QTL1,A03,5371461,5372912,AT5G56810.1,AT5G56810,"NA","NA",68.051,626,148,17,181,790,1285,696,1.57e-49,197,UNHmax2011,1.3133758650888625,1.8614051034004382,8.71470947764595e-6,1.7208519858462188e-5,14151
Bra006856,NA,NA,QTL1,A03,5373962,5375465,AT5G56810.1,AT5G56810,"NA","NA",74.638,1313,294,18,2,1281,1307,1,0,821,UNHmax2011,0.36048848519883897,1.8443560122092144,1.1676877043306557e-5,2.2707414942172864e-5,13927
Bra006856,NA,NA,QTL6,A03,5373962,5375465,AT5G56810.1,AT5G56810,"NA","NA",74.638,1313,294,18,2,1281,1307,1,0,821,UNduration2011,0.36048848519883897,1.8443560122092144,1.1676877043306557e-5,2.2707414942172864e-5,13927
Bra006857,NA,NA,QTL1,A03,5376910,5378449,AT5G56760.1,AT5G56760,ATSERAT1;1;SAT-52;SAT5;SERAT1;1,Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system.,85.455,935,127,2,73,998,1,935,0,1072,UNHmax2011,5.690135471966726,2.6109903612032173,8.601444943416909e-12,3.5403621484260726e-11,21704
Bra006857,NA,NA,QTL6,A03,5376910,5378449,AT5G56760.1,AT5G56760,ATSERAT1;1;SAT-52;SAT5;SERAT1;1,Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system.,85.455,935,127,2,73,998,1,935,0,1072,UNduration2011,5.690135471966726,2.6109903612032173,8.601444943416909e-12,3.5403621484260726e-11,21704
Bra006858,NA,NA,QTL1,A03,5378738,5382100,AT5G56750.1,AT5G56750,NDL1,"NA",91.103,1034,92,0,312,1345,1034,1,0,1451,UNHmax2011,3.358833287100839,2.8618977844663025,7.089531462539742e-14,3.548850846308526e-13,22942
Bra006858,NA,NA,QTL6,A03,5378738,5382100,AT5G56750.1,AT5G56750,NDL1,"NA",91.103,1034,92,0,312,1345,1034,1,0,1451,UNduration2011,3.358833287100839,2.8618977844663025,7.089531462539742e-14,3.548850846308526e-13,22942
Bra006859,NA,NA,QTL6,A03,5382691,5385440,AT5G56740.1,AT5G56740,HAC07;HAC7;HAG02;HAG2,Encodes an enzyme with histone acetyltransferase activity. Histone H4 is the primary substrate for the enzyme. Prior acetylation of  lysine 12 of histone H4 reduces radioactive acetylation by  HAG2. HAG2 acetylates histone H4 lysine 12.,88.397,1379,157,1,100,1478,1,1376,0,1764,UNduration2011,5.118864623472264,1.7170521688024152,9.809377680441407e-5,1.6882811323968512e-4,12013
Bra006859,NA,NA,QTL1,A03,5382691,5385440,AT5G56740.1,AT5G56740,HAC07;HAC7;HAG02;HAG2,Encodes an enzyme with histone acetyltransferase activity. Histone H4 is the primary substrate for the enzyme. Prior acetylation of  lysine 12 of histone H4 reduces radioactive acetylation by  HAG2. HAG2 acetylates histone H4 lysine 12.,88.397,1379,157,1,100,1478,1,1376,0,1764,UNHmax2011,5.118864623472264,1.7170521688024152,9.809377680441407e-5,1.6882811323968512e-4,12013
Bra006860,NA,NA,QTL1,A03,5385671,5387022,AT5G56710.1,AT5G56710,"NA","NA",88.827,358,40,0,89,446,1,358,1.01e-130,466,UNHmax2011,6.605542129787794,2.166801193636549,3.69811340871173e-8,9.962179590391644e-8,18027
Bra006860,NA,NA,QTL6,A03,5385671,5387022,AT5G56710.1,AT5G56710,"NA","NA",88.827,358,40,0,89,446,1,358,1.01e-130,466,UNduration2011,6.605542129787794,2.166801193636549,3.69811340871173e-8,9.962179590391644e-8,18027
Bra006861,NA,NA,QTL1,A03,5387503,5390298,AT5G56680.1,AT5G56680,EMB2755;SYNC1,Encodes a putative cytosolic asparaginyl-tRNA synthetase.,79.613,1653,335,2,235,1886,1717,66,0,1454,UNHmax2011,5.42515500132288,0.8943365785115606,0.760854264182938,0.7858825453286423,914
Bra006861,NA,NA,QTL6,A03,5387503,5390298,AT5G56680.1,AT5G56680,EMB2755;SYNC1,Encodes a putative cytosolic asparaginyl-tRNA synthetase.,79.613,1653,335,2,235,1886,1717,66,0,1454,UNduration2011,5.42515500132288,0.8943365785115606,0.760854264182938,0.7858825453286423,914
Bra006862,NA,NA,QTL6,A03,5390880,5393183,AT5G01560.1,AT5G01560,LecRK-VI.4;LECRKA4.3,"Encodes LecRKA4.3, a member of the lectin receptor kinase subfamily A4 (LecRKA4.1 At5g01540; LecRKA4.2 At5g01550; LecRKA4.3 At5g01560).  Together with other members of the subfamily, functions redundantly in the negative regulation of ABA response in seed germination.",78.939,1961,340,18,124,2049,1,1923,0,1660,UNduration2011,NA,NA,NA,NA,NA
Bra006862,NA,NA,QTL1,A03,5390880,5393183,AT5G01560.1,AT5G01560,LecRK-VI.4;LECRKA4.3,"Encodes LecRKA4.3, a member of the lectin receptor kinase subfamily A4 (LecRKA4.1 At5g01540; LecRKA4.2 At5g01550; LecRKA4.3 At5g01560).  Together with other members of the subfamily, functions redundantly in the negative regulation of ABA response in seed germination.",78.939,1961,340,18,124,2049,1,1923,0,1660,UNHmax2011,NA,NA,NA,NA,NA
Bra006863,NA,NA,QTL6,A03,5396341,5398962,AT5G56660.1,AT5G56660,ILL2,encodes IAA-amino acid hydrolase that has a broad range of substrate specificity. It is most active on IAA-Ala among the IAA-conjugate hydrolases tested.,83.866,1283,204,1,121,1400,1299,17,0,1379,UNduration2011,NA,NA,NA,NA,NA
Bra006863,NA,NA,QTL1,A03,5396341,5398962,AT5G56660.1,AT5G56660,ILL2,encodes IAA-amino acid hydrolase that has a broad range of substrate specificity. It is most active on IAA-Ala among the IAA-conjugate hydrolases tested.,83.866,1283,204,1,121,1400,1299,17,0,1379,UNHmax2011,NA,NA,NA,NA,NA
Bra006864,NA,NA,QTL1,A03,5399120,5402118,AT5G56630.1,AT5G56630,PFK7,"NA",88.199,1449,156,2,356,1804,1458,25,0,1847,UNHmax2011,1.917007206472889,2.1696871178868196,3.506591928422077e-8,9.474738680867493e-8,18059
Bra006864,NA,NA,QTL6,A03,5399120,5402118,AT5G56630.1,AT5G56630,PFK7,"NA",88.199,1449,156,2,356,1804,1458,25,0,1847,UNduration2011,1.917007206472889,2.1696871178868196,3.506591928422077e-8,9.474738680867493e-8,18059
Bra006865,NA,NA,QTL1,A03,5403740,5404707,AT5G56600.1,AT5G56600,PFN3;PRF3,"Encodes profilin3, a low-molecular weight, actin monomer-binding protein that regulates the organization of actin cytoskeleton. Originally known as profilin5, and later named profilin3. Expressed in vegetative organs.",80.638,470,65,5,16,468,47,507,1.38e-122,439,UNHmax2011,2.150590290428578,12.632843814873256,1.8894704198766922e-72,5.77476950927772e-71,27731
Bra006865,NA,NA,QTL6,A03,5403740,5404707,AT5G56600.1,AT5G56600,PFN3;PRF3,"Encodes profilin3, a low-molecular weight, actin monomer-binding protein that regulates the organization of actin cytoskeleton. Originally known as profilin5, and later named profilin3. Expressed in vegetative organs.",80.638,470,65,5,16,468,47,507,1.38e-122,439,UNduration2011,2.150590290428578,12.632843814873256,1.8894704198766922e-72,5.77476950927772e-71,27731
Bra006866,NA,NA,QTL1,A03,5405295,5407454,AT5G56580.1,AT5G56580,ANQ1;ATMKK6;MKK6,Encodes a member of the MAP Kinase Kinase family of proteins. It can phosphorylate MPK12 in vitro and it can be dephosphorylated by MKP2 in vitro.,92.221,1067,83,0,123,1189,5,1071,0,1550,UNHmax2011,3.3129891793378454,1.9388178151884088,2.264262651854513e-6,4.8297531029289565e-6,15229
Bra006866,NA,NA,QTL6,A03,5405295,5407454,AT5G56580.1,AT5G56580,ANQ1;ATMKK6;MKK6,Encodes a member of the MAP Kinase Kinase family of proteins. It can phosphorylate MPK12 in vitro and it can be dephosphorylated by MKP2 in vitro.,92.221,1067,83,0,123,1189,5,1071,0,1550,UNduration2011,3.3129891793378454,1.9388178151884088,2.264262651854513e-6,4.8297531029289565e-6,15229
Bra006867,NA,NA,QTL1,A03,5407787,5408622,AT5G56560.1,AT5G56560,"NA","NA",78.727,597,127,0,1,597,1824,1228,3.92e-142,504,UNHmax2011,0.06641864585984417,1.3501913023713314,0.02026552505026215,0.02596291156727512,6292
Bra006867,NA,NA,QTL6,A03,5407787,5408622,AT5G56560.1,AT5G56560,"NA","NA",78.727,597,127,0,1,597,1824,1228,3.92e-142,504,UNduration2011,0.06641864585984417,1.3501913023713314,0.02026552505026215,0.02596291156727512,6292
Bra006868,NA,NA,QTL1,A03,5411341,5412769,AT5G56550.1,AT5G56550,ATOXS3;OXS3,Encodes OXIDATIVE STRESS 3 (OXS3)&#65292; involved in tolerance to heavy metals and oxidative stress.,82.667,525,49,8,535,1038,16,519,3.76e-152,538,UNHmax2011,0.4763914535811575,1.8917000405761053,5.161336799181844e-6,1.0508145966830843e-5,14588
Bra006868,NA,NA,QTL6,A03,5411341,5412769,AT5G56550.1,AT5G56550,ATOXS3;OXS3,Encodes OXIDATIVE STRESS 3 (OXS3)&#65292; involved in tolerance to heavy metals and oxidative stress.,82.667,525,49,8,535,1038,16,519,3.76e-152,538,UNduration2011,0.4763914535811575,1.8917000405761053,5.161336799181844e-6,1.0508145966830843e-5,14588
Bra006869,NA,NA,QTL6,A03,5415033,5416354,AT5G56520.1,AT5G56520,"NA","NA",73.856,306,47,4,827,1099,306,1,3.28e-51,203,UNduration2011,3.0278982669484997,1.5110843624519874,0.0023435441812667407,0.0033917974852864965,8861
Bra006869,NA,NA,QTL1,A03,5415033,5416354,AT5G56520.1,AT5G56520,"NA","NA",73.856,306,47,4,827,1099,306,1,3.28e-51,203,UNHmax2011,3.0278982669484997,1.5110843624519874,0.0023435441812667407,0.0033917974852864965,8861
Bra009647,NA,NA,QTL2,A06,16987901,16988117,AT5G55470.1,AT5G55470,ATNHX3;NHX3,member of Sodium proton exchanger family,85.714,196,28,0,11,206,485,680,1.32e-59,228,UNHmax2011,NA,NA,NA,NA,NA
Bra009649,NA,NA,QTL2,A06,17002532,17004094,AT2G17800.1,AT2G17800,ARAC1;ATGP2;ATRAC1;ATROP3;ROP3,A member of ROP GTPase family. Rac-like GTP-binding protein ARAC1/ATGP2. Encodes a geranylgeranylated GTP binding protein. Involved in the auxin-activated 26S proteasome-dependent Aux/IAA proteolysis pathway.,89.286,56,6,0,138,193,415,360,4.46e-13,75.2,UNHmax2011,NA,NA,NA,NA,NA
Bra009650,NA,NA,QTL2,A06,17006271,17006883,AT2G17350.1,AT2G17350,"NA","NA",91.808,354,29,0,185,538,1,354,2.58e-143,508,UNHmax2011,3.8238000725727814,0.6405162268670644,0.9975820952864076,0.9996044567518606,59
Bra009651,NA,NA,QTL2,A06,17007380,17010244,AT2G17340.1,AT2G17340,"NA","NA",87.407,1080,136,0,403,1482,16,1095,0,1335,UNHmax2011,4.481339116233278,2.671367613859123,2.714430557209391e-12,1.1717707455816717e-11,22028
Bra009652,NA,NA,QTL2,A06,17014564,17014816,AT3G13590.1,AT3G13590,"NA","NA",75.21,238,50,2,9,243,1302,1533,5.48e-40,163,UNHmax2011,NA,NA,NA,NA,NA
Bra009653,NA,NA,QTL2,A06,17016391,17019358,AT2G17290.1,AT2G17290,ATCDPK3;ATCPK6;CPK6,"Encodes calcium dependent protein kinase 6 (CPK6), a member of the Arabidopsis CDPK gene family.  CDPKs contain an intrinsic Ca2+-activation domain with four EF hand Ca2+-binding sites.  CDPKs protein kinases have been proposed to function in multiple plant signal transduction pathways downstream of [Ca2+]cyt elevations, thus transducing various physiological responses.  CPK6 is expressed in both guard cells and mesophyll cells.  Functions in guard cell ion channel regulation.   ABA and Ca(2+) activation of slow-type anion channels and, interestingly, ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells.  Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles.  CPK3 is also a member of the Arabidopsis CDPK family.",90.189,1641,134,4,382,2001,1635,1,0,2241,UNHmax2011,2.0321913094866404,6.9447910719866774,9.623904327618638e-44,1.6162746881322266e-42,26962
Bra009654,NA,NA,QTL2,A06,17020349,17023075,AT2G17270.1,AT2G17270,MPT1;PHT3;3,"NA",91.075,930,83,0,105,1034,930,1,0,1303,UNHmax2011,3.401428501087172,2.702359090545517,1.5008459946815723e-12,6.646007564956954e-12,22195
Bra009655,NA,NA,QTL2,A06,17023578,17025870,AT2G17265.1,AT2G17265,DMR1;HSK,"Encodes a homoserine kinase (HSK) which produces O-phospho-L-homoserine (HserP), a compound at the branching point of methionine and threonine biosynthesis. HSK is found in the stromal fraction of chloroplasts.  Mutants are susceptible to downy mildew fungus Hyaloperonospora parasitica.",84.253,1105,166,2,791,1894,1113,16,0,1207,UNHmax2011,4.03289703649376,1.4186770109996125,0.008432184730727375,0.011337334159126246,7348
Bra009656,NA,NA,QTL2,A06,17027279,17028380,AT2G17240.1,AT2G17240,"NA","NA",80.044,456,52,6,54,503,423,1,2.7e-117,421,UNHmax2011,3.9300827524672997,1.4568414514438615,0.005032420086793277,0.006964490419898124,7954
Bra009657,NA,NA,QTL2,A06,17028969,17032387,AT2G17200.1,AT2G17200,DSK2;DSK2b,"NA",84.189,1695,193,12,187,1845,1,1656,0,1862,UNHmax2011,5.278094201175719,1.5289929912032725,0.001807578710318535,0.0026541521444074863,9145
Bra009659,NA,NA,QTL2,A06,17040530,17044813,AT2G17150.1,AT2G17150,NLP1,"NA",79.561,2779,356,25,472,3087,1,2730,0,2529,UNHmax2011,3.2321389461053784,1.7558350122750366,5.187746805812265e-5,9.272543514497537e-5,12630
Bra009660,NA,NA,QTL2,A06,17045833,17048034,AT2G17120.1,AT2G17120,CL-1;LYM2;LYP1,"NA",72.04,1098,223,11,140,1198,1053,1,1.39e-177,623,UNHmax2011,2.428312557483566,2.005812908251167,6.895192912871889e-7,1.5767040793348594e-6,16132
Bra009661,NA,NA,QTL2,A06,17049380,17049665,AT1G65342.1,AT1G65342,"NA","NA",71.635,208,41,3,78,285,190,1,9.95e-25,113,UNHmax2011,0.02716156367286348,2.48319696239071,9.805966134194199e-11,3.5898025429074105e-10,20838
Bra009662,NA,NA,QTL2,A06,17051192,17051558,AT5G66110.1,AT5G66110,HIPP27,"NA",93.716,366,23,0,1,366,444,79,3.72e-158,556,UNHmax2011,NA,NA,NA,NA,NA
Bra009663,NA,NA,QTL2,A06,17053815,17055245,AT5G66070.1,AT5G66070,"NA","NA",88.542,672,71,2,203,874,666,1,0,861,UNHmax2011,NA,NA,NA,NA,NA
Bra009664,NA,NA,QTL2,A06,17057524,17057987,AT5G66060.1,AT5G66060,"NA","NA",89.333,150,16,0,121,270,462,313,8.72e-51,199,UNHmax2011,NA,NA,NA,NA,NA
Bra009665,NA,NA,QTL2,A06,17060551,17063639,AT2G17110.1,AT2G17110,"NA","NA",75.599,2254,357,34,93,2212,1,2195,0,1606,UNHmax2011,3.2205657975898134,1.89855035612619,4.581770628014192e-6,9.389534660369637e-6,14680
Bra009666,NA,NA,QTL2,A06,17065244,17066917,AT3G58310.1,AT3G58310,"NA","NA",76.718,786,150,8,76,846,768,1,6.06e-167,587,UNHmax2011,-0.5805990642694514,2.1233561594793113,8.21161047596213e-8,2.112820401408027e-7,17527
Bra009667,NA,NA,QTL2,A06,17072634,17074657,AT5G23280.1,AT5G23280,"NA","NA",74.408,676,120,14,656,1297,95,751,9.27e-118,425,UNHmax2011,4.735948651922088,1.8842819659358936,5.870300766661203e-6,1.187732249125862e-5,14500
Bra009668,NA,NA,QTL2,A06,17076696,17077735,AT5G23290.1,AT5G23290,PFD5,"NA",87.939,456,55,0,1,456,1,456,1.75e-163,574,UNHmax2011,4.763911096440285,1.7462481896143283,6.0785067255103764e-5,1.0763349648358954e-4,12479
Bra009669,NA,NA,QTL2,A06,17077735,17080598,AT5G23300.1,AT5G23300,PYRD,"dihydroorotate dehydrogenase, catalyses fourth step of pyrimidine biosynthesis",90.065,1389,123,3,432,1811,1383,1,0,1884,UNHmax2011,4.823639964789367,1.0993298444442037,0.2570263676797072,0.2853437597739165,2846
Bra009670,NA,NA,QTL2,A06,17080790,17082335,AT5G23310.1,AT5G23310,FSD3,Fe superoxide dismutase,89.835,787,71,1,6,783,6,792,0,1063,UNHmax2011,4.367606014194232,2.0435701256670216,3.4996044033626186e-7,8.301063961244378e-7,16583
Bra009671,NA,NA,QTL2,A06,17086428,17089835,AT5G23340.1,AT5G23340,"NA","NA",85.386,1218,178,0,427,1644,1,1218,0,1395,UNHmax2011,4.284682932785173,1.0259635682783477,0.4237952434842532,0.45581098208044013,2015
Bra009672,NA,NA,QTL2,A06,17088862,17089501,AT5G23370.1,AT5G23370,"NA","NA",83.699,638,92,2,14,639,638,1,0,684,UNHmax2011,NA,NA,NA,NA,NA
Bra009673,NA,NA,QTL2,A06,17091796,17092222,AT1G06290.1,AT1G06290,ACX3;ATACX3,Encodes an acyl-CoA oxidase with specificity for medium chain fatty acids.,79.63,54,11,0,97,150,197,144,4.26e-5,48.2,UNHmax2011,0.8255467053300125,1.1743861865523606,0.13633783834020444,0.15705750821895767,3783
Bra009674,NA,NA,QTL2,A06,17095165,17095807,AT5G23370.1,AT5G23370,"NA","NA",82.453,644,101,2,11,642,644,1,0,654,UNHmax2011,NA,NA,NA,NA,NA
Bra009675,NA,NA,QTL2,A06,17103727,17104674,AT5G23350.1,AT5G23350,"NA","NA",82.399,767,103,8,207,947,824,64,0,767,UNHmax2011,1.2649057718977827,7.2248097801936355,1.8736956002817745e-45,3.2554609375077523e-44,27019
Bra009676,NA,NA,QTL2,A06,17113637,17114332,AT5G58470.1,AT5G58470,TAF15b,"NA",82.019,317,37,5,17,323,525,831,3.42e-84,311,UNHmax2011,NA,NA,NA,NA,NA
Bra009677,NA,NA,QTL2,A06,17119405,17120373,AT5G23350.1,AT5G23350,"NA","NA",83.06,732,102,6,258,968,824,94,0,755,UNHmax2011,0.44528953253328335,2.154789541348538,4.6131641631851414e-8,1.2254465366029617e-7,17877
Bra009678,NA,NA,QTL2,A06,17123264,17127229,AT5G23390.1,AT5G23390,"NA","NA",87.612,2228,228,2,5,2226,2186,1,0,2809,UNHmax2011,5.27626880504233,3.2599222191744723,3.606593708638589e-17,2.3408156766866893e-16,24252
Bra009679,NA,NA,QTL2,A06,17127277,17128620,AT5G23395.1,AT5G23395,MIA40,"NA",80.439,501,71,6,241,726,489,1,2.15e-128,459,UNHmax2011,3.3745188258961796,1.1027742533484848,0.2503153583654119,0.278281331431327,2882
Bra009680,NA,NA,QTL2,A06,17131356,17133486,AT5G23400.1,AT5G23400,"NA","NA",85.706,1770,247,2,159,1922,1,1770,0,2048,UNHmax2011,2.695259882752165,1.6637485580237434,2.3116611768054154e-4,3.8045067235006403e-4,11250
Bra009681,NA,NA,QTL2,A06,17133557,17134790,AT5G23420.1,AT5G23420,HMGB6,"Encodes HMGB6, a protein belonging to the subgroup of HMGB (high mobility group B) proteins.  Localized in the nucleus. Binds to supercoiled DNA in vitro. HMGB6 is phosphorylated by protein kinase CK2alpha within its acidic C-terminal domain.",77.593,241,48,4,270,507,588,351,2.17e-44,179,UNHmax2011,2.7966417713533938,2.401330913425484,4.623671438842519e-10,1.5684701551146295e-9,20218
Bra009682,NA,NA,QTL2,A06,17138983,17140218,AT3G24495.1,AT3G24495,ATMSH7;MSH6-2;MSH7,"encodes a DNA mismatch repair homolog of human MutS gene, MSH6. There are four MutS genes in Arabidopsis, MSH2, MSH3, MSH6, and MSH7, which all act as heterodimers and bind to 51-mer duplexes. MSH2*MSH7 exhibit moderate affinity for a (T/G) substrate and weak binding of (+T), suggesting MSH2*MSH7 may be specialized for lesions/base mispairs not tested or for (T/G) mispairs in special contexts.",91.795,195,16,0,51,245,1023,1217,5.88e-75,280,UNHmax2011,NA,NA,NA,NA,NA
Bra009683,NA,NA,QTL2,A06,17142188,17147890,AT5G23430.1,AT5G23430,"NA","NA",88.876,2517,238,6,446,2929,2514,7,0,3288,UNHmax2011,4.1358197846971665,1.5411544852315473,0.0015123635664806446,0.0022426130824945495,9336
Bra009685,NA,NA,QTL2,A06,17166450,17167079,AT5G23440.1,AT5G23440,FTRA1,"NA",78.859,298,39,3,321,597,537,243,2.02e-69,262,UNHmax2011,NA,NA,NA,NA,NA
