name,UN_network,MR_Cutoff,.id,FVTtrait,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,AveExpr.UN,F.UN,P.Value.UN,adj.P.Val.UN,rank_F.UN
Bra008674,NA,NA,QTL4,UNiD,A10,12141923,12144009,AT5G15800.1,AT5G15800,AGL2;SEP1,Encodes a MADS box transcription factor involved flower and ovule development.  Functionally redundant with SEP2 and SEP3.,90.909,759,66,1,228,986,1,756,0,1056,6.119978632815484,1.9935004105593983,8.591461784692489e-7,1.939675747704869e-6,15971
Bra008675,NA,NA,QTL7,UN_d,A10,12144623,12146444,AT5G15790.1,AT5G15790,NA,NA,82.873,724,88,6,3,717,697,1,0,753,3.925517507634159,0.8441287846579844,0.8604973835091801,0.879267856802152,613
Bra008675,NA,NA,QTL4,UNiD,A10,12144623,12146444,AT5G15790.1,AT5G15790,NA,NA,82.873,724,88,6,3,717,697,1,0,753,3.925517507634159,0.8441287846579844,0.8604973835091801,0.879267856802152,613
Bra008676,NA,NA,QTL7,UN_d,A10,12148349,12149514,AT5G15780.1,AT5G15780,NA,NA,77.261,1117,156,18,1,1032,1,1104,0,877,2.623858576163105,1.3238802800800034,0.027868884940695875,0.035112296452486126,5915
Bra008676,NA,NA,QTL4,UNiD,A10,12148349,12149514,AT5G15780.1,AT5G15780,NA,NA,77.261,1117,156,18,1,1032,1,1104,0,877,2.623858576163105,1.3238802800800034,0.027868884940695875,0.035112296452486126,5915
Bra008677,NA,NA,QTL7,UN_d,A10,12150019,12150502,AT5G15770.1,AT5G15770,AtGNA1;GNA1,Encodes a putative glucose-6-phosphate acetyltransferase involved in UDP-N-acetylglucosamine biosynthesis.,84.091,440,70,0,42,481,9,448,1.1e-134,479,NA,NA,NA,NA,NA
Bra008677,NA,NA,QTL4,UNiD,A10,12150019,12150502,AT5G15770.1,AT5G15770,AtGNA1;GNA1,Encodes a putative glucose-6-phosphate acetyltransferase involved in UDP-N-acetylglucosamine biosynthesis.,84.091,440,70,0,42,481,9,448,1.1e-134,479,NA,NA,NA,NA,NA
Bra008678,NA,NA,QTL4,UNiD,A10,12148639,12151800,AT5G15780.1,AT5G15780,NA,NA,74.239,920,141,16,1,836,197,1104,6.26e-172,605,4.810495002868624,0.887953560176438,0.7750389519214868,0.7993242678593079,872
Bra008678,NA,NA,QTL7,UN_d,A10,12148639,12151800,AT5G15780.1,AT5G15780,NA,NA,74.239,920,141,16,1,836,197,1104,6.26e-172,605,4.810495002868624,0.887953560176438,0.7750389519214868,0.7993242678593079,872
Bra008679,NA,NA,QTL7,UN_d,A10,12158788,12161803,AT5G15740.1,AT5G15740,NA,NA,90.523,1530,142,1,645,2174,1,1527,0,2104,5.761675202481477,1.2660847944652838,0.05396368958969811,0.0654744816809491,5041
Bra008679,NA,NA,QTL4,UNiD,A10,12158788,12161803,AT5G15740.1,AT5G15740,NA,NA,90.523,1530,142,1,645,2174,1,1527,0,2104,5.761675202481477,1.2660847944652838,0.05396368958969811,0.0654744816809491,5041
Bra008680,NA,NA,QTL4,UNiD,A10,12162676,12165242,AT5G15730.2,AT5G15730,AtCRLK2;CRLK2,NA,87.575,1336,139,7,216,1551,1309,1,0,1654,4.334166572323004,2.1895528177430776,2.4302273793400653e-8,6.705462801821077e-8,18279
Bra008680,NA,NA,QTL7,UN_d,A10,12162676,12165242,AT5G15730.2,AT5G15730,AtCRLK2;CRLK2,NA,87.575,1336,139,7,216,1551,1309,1,0,1654,4.334166572323004,2.1895528177430776,2.4302273793400653e-8,6.705462801821077e-8,18279
Bra008681,NA,NA,QTL4,UNiD,A10,12167849,12174542,AT5G15700.1,AT5G15700,NA,Nucleus  encoded plastid RNA polymerase. Localized in mitochondria and chloroplast.,90.678,472,44,0,276,747,1716,2187,0,654,NA,NA,NA,NA,NA
Bra008681,NA,NA,QTL7,UN_d,A10,12167849,12174542,AT5G15700.1,AT5G15700,NA,Nucleus  encoded plastid RNA polymerase. Localized in mitochondria and chloroplast.,90.678,472,44,0,276,747,1716,2187,0,654,NA,NA,NA,NA,NA
Bra008682,NA,NA,QTL4,UNiD,A10,12174816,12175974,AT1G26515.1,AT1G26515,NA,NA,73.343,664,142,15,160,804,1041,394,1.51e-99,363,2.279315688305328,2.113886268302133,9.763941485860609e-8,2.4852408285239455e-7,17406
Bra008682,NA,NA,QTL7,UN_d,A10,12174816,12175974,AT1G26515.1,AT1G26515,NA,NA,73.343,664,142,15,160,804,1041,394,1.51e-99,363,2.279315688305328,2.113886268302133,9.763941485860609e-8,2.4852408285239455e-7,17406
Bra008683,NA,NA,QTL4,UNiD,A10,12178349,12180417,AT5G15650.1,AT5G15650,ATRGP2;RGP2,Reversibly Glycosylated Polypeptide-2.  Constitutive expression in tobacco impairs plant development and virus spread.,91.268,1065,93,0,415,1479,1065,1,0,1501,8.20966049927466,1.5165092275929661,0.0021670668711112257,0.0031495803833215016,8944
Bra008684,blup.mr.graph.UN.2012.30,30,QTL4,UNiD,A10,12184430,12186590,AT5G15630.1,AT5G15630,COBL4;IRX6,"Encodes a member of the COBRA family, similar to phytochelatin synthetase. Involved in secondary cell wall biosynthesis. Mutants make smaller plants with reduced levels of cellulose and cell wall sugars.",90.084,595,56,1,803,1397,592,1,0,805,-0.7077730452461766,3.368072971404225,4.678332509836828e-18,3.2131872638237224e-17,24495
Bra008685,NA,NA,QTL4,UNiD,A10,12187608,12188300,AT5G15600.1,AT5G15600,SP1L4,"SPIRAL1-LIKE4 belongs to a six-member gene family in Arabidopsis; all members share high sequence similarity in amino- and carboxy-terminal regions. Regulates cortical microtubule organization. Mutant plants exhibit altered patterns of root, leaf and petal growth as a result of defective anisotropic cell expansion.",84.615,377,43,3,241,617,362,1,1.17e-116,419,0.7795667100666187,1.949138093765851,1.887716704365245e-6,4.062232583751903e-6,15347
Bra008686,NA,NA,QTL4,UNiD,A10,12189698,12190711,AT1G45063.1,AT1G45063,NA,NA,75.749,701,161,2,114,814,56,747,8.84e-140,497,1.6381323715350282,2.834830770265215,1.189980550240638e-13,5.857548491466107e-13,22845
Bra008687,NA,NA,QTL4,UNiD,A10,12190783,12191591,AT4G18250.1,AT4G18250,NA,NA,78.019,414,72,2,1,397,1757,1346,2.07e-94,345,NA,NA,NA,NA,NA
Bra008688,NA,NA,QTL4,UNiD,A10,12194955,12196760,AT5G38280.1,AT5G38280,PR5K,"putative receptor serine/threonine kinase PR5K (PR5K) mRNA,  PR5-like receptor kinase",73.267,303,75,2,616,912,320,18,1.32e-43,178,NA,NA,NA,NA,NA
Bra008689,NA,NA,QTL4,UNiD,A10,12204640,12207873,AT5G15580.1,AT5G15580,LNG1;TRM2,Encodes LONGIFOLIA1 (LNG1). Regulates leaf morphology by promoting cell expansion in the leaf-length direction.  The LNG1 homologue LNG2 (At3g02170) has similar function.,83.69,2802,328,15,520,3210,1,2784,0,3041,0.712065114833805,1.2242456524622112,0.08399092076129408,0.09953913668395117,4479
Bra008690,NA,NA,QTL4,UNiD,A10,12204118,12210244,AT5G15580.1,AT5G15580,LNG1;TRM2,Encodes LONGIFOLIA1 (LNG1). Regulates leaf morphology by promoting cell expansion in the leaf-length direction.  The LNG1 homologue LNG2 (At3g02170) has similar function.,81.539,1663,205,11,1119,2688,207,1860,0,1658,3.937904095878495,2.0226649507227847,5.097810791356952e-7,1.1851758962502723e-6,16338
Bra008691,NA,NA,QTL4,UNiD,A10,12210387,12213488,AT5G15550.1,AT5G15550,NA,NA,85.349,1290,174,3,97,1371,13,1302,0,1474,5.8699365016663965,1.0793467517304902,0.29811565387445355,0.3278997684650412,2605
Bra008693,NA,NA,QTL4,UNiD,A10,12219277,12229693,AT5G15540.1,AT5G15540,ATSCC2;EMB2773;SCC2,Encodes Adherin SCC2. Essential for viability. Required for normal seed development. Plays a role in the establishment of  sister-chromatid cohesion and chromosome organization  during meiosis.,88.945,5572,562,7,187,5737,1,5539,0,7288,5.428907547401401,1.7681523335301634,4.228248624047136e-5,7.643803225765121e-5,12811
Bra008694,NA,NA,QTL4,UNiD,A10,12229781,12231950,AT5G15530.1,AT5G15530,BCCP2;CAC1-B,"biotin carboxyl carrier protein isoform 2 (BCCP2) mRNA,",82.576,792,96,10,286,1059,768,1,0,800,4.936686849581425,9.989050980392422,1.659918289396118e-60,3.949090250656258e-59,27464
Bra008695,NA,NA,QTL4,UNiD,A10,12235033,12238103,AT5G15490.1,AT5G15490,UGD3,NA,88.635,1443,164,0,188,1630,1,1443,0,1864,5.608130954559991,1.6160196072570934,4.882849069680063e-4,7.702719260968912e-4,10496
Bra008696,NA,NA,QTL4,UNiD,A10,12238461,12241522,AT5G15470.1,AT5G15470,GAUT14,Encodes a protein with  putative galacturonosyltransferase activity.,86.429,1599,190,1,116,1687,1,1599,0,1925,3.7189747090342036,3.0712460780322166,1.2997349324041122e-15,7.59030373643534e-15,23760
Bra008697,NA,NA,QTL4,UNiD,A10,12241818,12243943,AT3G58220.2,AT3G58220,NA,NA,80.585,376,73,0,10,385,1332,957,1.52e-95,349,1.7804356335748663,12.207684403528107,1.1651942800435483e-70,3.4260297046449686e-69,27694
Bra008698,NA,NA,QTL4,UNiD,A10,12246067,12250337,AT5G15450.1,AT5G15450,APG6;AtCLPB3;CLPB-P;CLPB3,"Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips, the organ boundary region, the reproductive tissues of mature plants where plastids exist as proplastids, and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs, but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype.",86.591,2916,379,4,289,3201,1,2907,0,3489,5.129115632360854,1.2949680331609372,0.03905604512658753,0.04829862400522005,5487
Bra008699,NA,NA,QTL4,UNiD,A10,12251874,12255394,AT5G15410.1,AT5G15410,ATCNGC2;CNGC2;DND1,"'defense, no death' gene (DND1) encodes a mutated cyclic nucleotide-gated cation channel; Same as CNGC2 (article ID 229): Cyclic nucleotide gated channel, activated by cAMP, conducts K+ and other monovalent cations but excludes Na+, does not contain the GYG amino acid sequence found in other channels with this conductivity profile.  Conducts Ca2+ into cells which is linked to the generation of NO and the NO signaling pathway involved in the innate immune response to pathogens.",88.033,2181,240,3,455,2614,1,2181,0,2762,6.538139162916048,2.8874116998343005,4.351536769047683e-14,2.2114847738886542e-13,23028
Bra022746,NA,NA,QTL1,UN_r,A03,6811691,6813249,AT5G51030.1,AT5G51030,NA,NA,89.577,921,96,0,66,986,25,945,0,1229,-0.4302288562961801,1.8929020077984091,5.054675689543529e-6,1.0299768474506637e-5,14600
Bra022747,NA,NA,QTL1,UN_r,A03,6813949,6815414,AT5G51020.1,AT5G51020,CAA33;CRL,"Encodes CRL (CRUMPLED LEAF), a protein localized in the outer envelope membrane of plastids.  Mutation in this gene affects the pattern of cell division, cell differentiation and plastid division.",90.223,808,79,0,22,829,1,808,0,1101,2.8280829347122394,14.031263227361503,4.901768006712249e-78,1.6729033954336517e-76,27829
Bra022748,NA,NA,QTL1,UN_r,A03,6815267,6816506,AT5G51010.1,AT5G51010,NA,NA,83.716,479,48,4,337,803,465,5,2.11e-147,522,5.024297181281827,1.49440239321609,0.002975305841081013,0.004242530109530489,8564
Bra022749,NA,NA,QTL1,UN_r,A03,6817089,6820016,AT5G50970.1,AT5G50970,NA,NA,88.554,1162,109,3,192,1347,1539,396,0,1505,3.4110669246574203,1.046327408135092,0.37345195052018987,0.4051205402623379,2242
Bra022750,NA,NA,QTL1,UN_r,A03,6821779,6823231,AT5G50930.1,AT5G50930,NA,NA,88.81,420,41,2,268,684,729,313,1.8e-153,542,3.1976937528253235,1.6265942400383295,4.1444504794623335e-4,6.598162178332103e-4,10662
Bra022751,NA,NA,QTL1,UN_r,A03,6824409,6828353,AT5G50920.1,AT5G50920,ATHSP93-V;CLPC;CLPC1;DCA1;HSP93-V,Encodes a protein that is similar to ATP-dependent Clp protease ATP-binding subunit / ClpC. Involved in protein import into the chloroplast. May provide ATP source that drives the TIC (Translocon at the Inner envelope membrane of Chloroplasts) translocation machinery.,92.255,2789,214,2,386,3173,1,2788,0,4049,8.082857195816423,2.7883836560869195,2.8943883446442513e-13,1.3721899299530575e-12,22622
Bra022752,NA,NA,QTL1,UN_r,A03,6828828,6830661,AT5G42660.1,AT5G42660,NA,NA,82.086,1390,215,9,9,1384,12,1381,0,1375,4.4384151213417455,2.1829312558987923,2.746461202142326e-8,7.531619451216396e-8,18215
Bra022753,NA,NA,QTL1,UN_r,A03,6835406,6837887,AT5G50915.1,AT5G50915,NA,NA,79.425,904,129,8,279,1170,1,859,0,807,4.286764852676927,1.8118298129666939,2.031172550759556e-5,3.822850228806128e-5,13437
Bra022754,NA,NA,QTL1,UN_r,A03,6853183,6856006,AT5G50900.1,AT5G50900,NA,NA,76.485,1667,359,6,266,1917,20,1668,0,1242,3.570544758144309,1.3003075811646794,0.036733635455596436,0.04557209023892326,5561
Bra022755,NA,NA,QTL1,UN_r,A03,6856372,6858173,AT5G50870.1,AT5G50870,UBC27,NA,90.155,579,57,0,163,741,1,579,0,787,6.621434737347218,1.0741648221371343,0.3093518971002738,0.33949011162847487,2546
Bra022756,NA,NA,QTL1,UN_r,A03,6860866,6863787,AT5G50860.1,AT5G50860,NA,NA,86.398,1588,189,6,292,1870,174,1743,0,1887,2.966397323524143,2.033037698481658,4.230718407533319e-7,9.939050668455721e-7,16466
Bra022757,NA,NA,QTL1,UN_r,A03,6863781,6867110,AT5G50850.1,AT5G50850,MAB1,NA,91.848,1104,78,1,438,1541,1092,1,0,1591,6.141703677764466,1.272419067312555,0.05033122054029129,0.06135542077854618,5152
Bra022758,NA,NA,QTL1,UN_r,A03,6868308,6871384,AT5G50840.1,AT5G50840,NA,NA,82.85,1242,159,10,254,1480,1203,1,0,1283,5.225201296082974,11.138113975655106,6.036900884999627e-66,1.612915886031401e-64,27596
Bra022759,NA,NA,QTL1,UN_r,A03,6872613,6874391,AT5G50830.2,AT5G50830,NA,NA,74.747,891,120,14,291,1118,849,1,3.36e-178,625,NA,NA,NA,NA,NA
Bra022760,NA,NA,QTL1,UN_r,A03,6875671,6876462,AT5G50810.1,AT5G50810,TIM8,Encodes a small zinc finger-like protein that is a component of the mitochondrial protein import apparatus.,82.511,223,34,2,68,286,1,222,1.73e-57,223,5.3004175553080275,1.0609245163910093,0.33908532140485925,0.3699394144702403,2392
Bra022761,NA,NA,QTL1,UN_r,A03,6889851,6891585,AT5G50790.1,AT5G50790,AtSWEET10;SWEET10,NA,84.253,870,137,0,180,1049,1,870,0,951,2.9032456509458746,1.2065266408433202,0.10031925961313588,0.11759701237280748,4213
Bra022762,NA,NA,QTL1,UN_r,A03,6892057,6896618,AT5G50780.1,AT5G50780,NA,NA,77.51,2161,356,15,267,2314,2457,314,0,1755,4.7050848120930775,2.2679645624804485,5.663018574313558e-9,1.6860257190613885e-8,19040
Bra022763,NA,NA,QTL1,UN_r,A03,6900345,6901281,AT5G50760.1,AT5G50760,SAUR55,NA,79.266,545,86,8,269,795,552,17,1.68e-129,462,NA,NA,NA,NA,NA
Bra022764,NA,NA,QTL1,UN_r,A03,6911431,6913909,AT5G50740.3,AT5G50740,NA,NA,86.652,899,84,8,264,1153,1,872,0,1077,5.451952517580663,2.1767191389891645,3.080136162295868e-8,8.387285666859605e-8,18141
Bra022765,NA,NA,QTL1,UN_r,A03,6916185,6917891,AT5G50720.1,AT5G50720,ATHVA22E;HVA22E,"Encodes one of five HVA22 homologs in Arabidopsis.  HVA22 is an ABA- and stress-inducible gene first isolated from barley.  Members of this gene family have only been found in eukaryotes. AtHVA22e mRNA is upregulated to varying degrees in response to cold stress, salt stress, ABA treatment or dehydration.",90.028,351,35,0,106,456,1,351,2.05e-133,475,0.23694386060028824,1.622100483152217,4.444057892713371e-4,7.048144040070087e-4,10593
Bra022766,NA,NA,QTL1,UN_r,A03,6921573,6923786,AT5G50570.1,AT5G50570,SPL13;SPL13A,NA,76.765,1119,128,18,187,1215,1,1077,0,884,3.6280964594040626,2.69570236470012,1.7045972473898862e-12,7.501902654002649e-12,22155
Bra022767,NA,NA,QTL1,UN_r,A03,6929569,6933593,AT2G29980.1,AT2G29980,AtFAD3;FAD3,Endoplasmic reticulum enzyme responsible for the synthesis of 18:3 fatty acids from phospholipids. Uses cytochrome b5 as electron donor.,91.214,1161,93,2,137,1288,1161,1,0,1633,4.370764871783396,2.3572267051251723,1.0622668417969898e-9,3.4449169480357583e-9,19829
Bra022768,NA,NA,QTL1,UN_r,A03,6947628,6950764,AT2G29990.1,AT2G29990,NDA2,NA,86.349,1531,185,4,217,1729,1525,1,0,1822,4.342014955734102,3.029203314060735,2.897613048917589e-15,1.6491715482701894e-14,23632
Bra022769,NA,NA,QTL1,UN_r,A03,6954178,6955305,AT2G30000.1,AT2G30000,NA,NA,89.189,333,36,0,283,615,333,1,1.69e-122,439,5.282017151294339,2.8381987320770494,1.1157087570787124e-13,5.506135074527893e-13,22860
Bra022770,NA,NA,QTL1,UN_r,A03,6959823,6961874,AT4G25490.1,AT4G25490,ATCBF1;CBF1;DREB1B,"Transcriptional activator that binds to the DRE/CRT regulatory element and induces COR (cold-regulated) gene expression increasing plant freezing tolerance. It encodes a member of the DREB subfamily A-1 of ERF/AP2 transcription factor family (CBF1). The protein contains one AP2 domain. There are six members in this subfamily, including CBF1, CBF2, and CBF3. This gene is involved in response to low temperature and abscisic acid.",82.822,652,95,6,1213,1857,1,642,0,659,1.5824621594871107,2.0797336732033993,1.818850567238865e-7,4.4627531719962153e-7,16985
Bra022771,NA,NA,QTL1,UN_r,A03,6971945,6976797,AT5G10140.1,AT5G10140,AGL25;FLC;FLF;RSB6,"MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin. Both maternal and paternal alleles are reset by vernalization, but their earliest activation differs in timing and location. Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.;MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin.  Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.",90.164,244,24,0,1,244,1,244,9.16e-91,333,2.833387608871625,1.7287425217847214,8.104724636589823e-5,1.4110667185822728e-4,12203
Bra022772,NA,NA,QTL1,UN_r,A03,6980315,6982033,AT2G30020.1,AT2G30020,NA,Encodes AP2C1.  Belongs to the clade B of the PP2C-superfamily.  Acts as a MAPK phosphatase that negatively regulates MPK4 and MPK6.,78.028,1197,186,10,320,1446,1,1190,0,998,3.6824294019221804,1.4588136485306211,0.00489751688874054,0.006786640282599274,7981
Bra022773,NA,NA,QTL1,UN_r,A03,6991106,6992455,AT2G30040.1,AT2G30040,MAPKKK14,member of MEKK subfamily,77.837,1313,207,11,106,1340,1,1307,0,1083,-0.17191558963894146,2.643750070231487,4.601320041060164e-12,1.9458717058137306e-11,21890
Bra022774,NA,NA,QTL1,UN_r,A03,6994217,6996283,AT2G30050.1,AT2G30050,NA,NA,90.258,893,87,0,148,1040,1,893,0,1218,6.24894982627731,1.9373176224224231,2.324830782959828e-6,4.952314525627311e-6,15211
Bra022775,NA,NA,QTL1,UN_r,A03,6996677,6998970,AT2G30060.1,AT2G30060,NA,NA,86.057,667,79,4,352,1017,1,654,0,778,7.307072557814293,2.546198637308075,2.9588076370672944e-11,1.1490530660992304e-10,21287
Bra022776,NA,NA,QTL1,UN_r,A03,7007607,7011799,AT2G30070.1,AT2G30070,ATKT1;ATKT1P;ATKUP1;KT1;KUP1,Encodes a high affinity potassium transporter.,89.336,2138,225,1,178,2312,1,2138,0,2827,4.5328163012188085,2.317134584376214,2.2566214301492196e-9,7.030300278147993e-9,19467
Bra022777,NA,NA,QTL1,UN_r,A03,7017134,7018196,AT4G38940.1,AT4G38940,NA,NA,67.43,393,109,4,620,1004,674,1055,1.48e-29,131,0.05732280742298045,1.4868532656102387,0.003311210533302222,0.0046893140131753245,8426
Bra022778,NA,NA,QTL1,UN_r,A03,7018832,7019900,AT4G38940.1,AT4G38940,NA,NA,65.859,454,125,9,617,1061,674,1106,1.7e-22,107,1.2382791057020304,2.3675716565597624,8.742070227322164e-10,2.8661673064601075e-9,19925
Bra022779,NA,NA,QTL1,UN_r,A03,7019889,7024754,AT2G30110.1,AT2G30110,ATUBA1;MOS5;UBA1,"Encodes a ubiquitin-activating enzyme (E1), involved in the first step in conjugating multiple ubiquitins to proteins targeted for degradation. Gene is expressed in most tissues examined. Mutant is able to revert the constitutive defense responses phenotype of snc1, which indicates the gene is involved in defense response. It also indicates that ubiquitination plays a role in plant defense signalling.",90.873,3057,279,0,1390,4446,3243,187,0,4255,6.067883399162957,1.411337134219592,0.009291981849209069,0.012423620603516228,7228
Bra022780,NA,NA,QTL1,UN_r,A03,7028737,7032233,AT2G30130.1,AT2G30130,ASL5;LBD12;PCK1,"Overexpression/activation tagged allele has epinastic leaves, reduced apical dominance and is sterile. Gene is similar to asymmetric leaves (AS)/lateral organ boundary (LOB) genes  which repress KNOX gene expression.",86.007,586,55,4,87,651,1,580,0,693,NA,NA,NA,NA,NA
Bra022781,NA,NA,QTL1,UN_r,A03,7034883,7036852,AT2G30140.1,AT2G30140,UGT87A2,NA,80.537,1377,240,7,144,1504,1,1365,0,1269,1.8703528509145098,2.4482493759360007,1.90290983933547e-10,6.74942092079662e-10,20587
Bra022782,NA,NA,QTL1,UN_r,A03,7041568,7042561,AT2G41910.1,AT2G41910,NA,NA,75.199,754,170,6,200,943,130,876,1.98e-142,506,0.5863552754594717,2.1408475976258203,5.9597489044892536e-8,1.5611666812307924e-7,17725
Bra022783,NA,NA,QTL1,UN_r,A03,7047408,7048416,AT2G30200.1,AT2G30200,EMB3147,NA,77.717,552,36,2,1,465,1182,631,1.79e-144,511,NA,NA,NA,NA,NA
Bra022784,NA,NA,QTL1,UN_r,A03,7051658,7052375,AT2G30230.1,AT2G30230,NA,NA,86.778,537,53,4,23,550,1,528,0,646,NA,NA,NA,NA,NA
Bra022785,NA,NA,QTL1,UN_r,A03,7053558,7057456,AT2G30240.1,AT2G30240,ATCHX13;CHX13,Encodes a plasma membrane localized potassium transporter.,84.705,2491,376,3,220,2706,2490,1,0,2765,NA,NA,NA,NA,NA
Bra022786,NA,NA,QTL1,UN_r,A03,7057618,7059648,AT2G30250.1,AT2G30250,ATWRKY25;WRKY25,member of WRKY Transcription Factor; Group I. Located in nucleus. Involved in response to various abiotic stresses - especially salt stress.,84.512,1188,127,6,245,1381,1182,1,0,1337,NA,NA,NA,NA,NA
Bra022787,NA,NA,QTL1,UN_r,A03,7060913,7062191,AT2G30270.1,AT2G30270,NA,NA,85.61,549,73,2,249,797,545,3,5.58e-180,630,2.372993786154964,0.8497492379315178,0.8507912710462495,0.8702806022391308,643
Bra022788,NA,NA,QTL1,UN_r,A03,7066413,7068696,AT2G30300.1,AT2G30300,NA,NA,81.15,1565,205,10,249,1789,1,1499,0,1528,NA,NA,NA,NA,NA
Bra022789,NA,NA,QTL1,UN_r,A03,7074773,7077017,AT2G30320.1,AT2G30320,NA,NA,81.948,1540,204,13,359,1840,1527,4,0,1532,4.403872687260954,1.8279827050367905,1.5441482280187462e-5,2.954130223613041e-5,13684
Bra022791,NA,NA,QTL1,UN_r,A03,7081020,7082168,AT5G02980.1,AT5G02980,NA,NA,72.449,98,27,0,1012,1109,173,76,1.01e-6,55.4,0.1679881312007673,2.111587052687882,1.0182731723842606e-7,2.5856382024722747e-7,17379
Bra022792,NA,NA,QTL1,UN_r,A03,7082673,7084147,AT2G30330.1,AT2G30330,BLOS1,Putative homolog of mammalian BLOC-1 Subunit 1. Protein - protein interaction with BLOS2 and also with SNX1.Located in endomembrane system and hypothesized to be involved in endomembrane transport.,85.619,452,65,0,628,1079,452,1,2.82e-147,522,3.143689338929654,0.8787100037698703,0.7948519232288479,0.81796306034620625,811
Bra022793,NA,NA,QTL1,UN_r,A03,7084261,7085749,AT2G30350.2,AT2G30350,NA,NA,76.658,1131,147,11,2,1057,1106,18,0,906,2.31893167200646,1.107499349084627,0.24129091918763199,0.26894743667461246,2949
Bra022794,NA,NA,QTL1,UN_r,A03,7088589,7090327,AT2G30360.1,AT2G30360,CIPK11;PKS5;SIP4;SNRK3.22,"Encodes a SOS2-like protein kinase that is a member of the CBL-interacting protein kinase family.Loss of function mutants show a decrease in sensitivity to high pH.Phosphorylates AHA2, a plasma membrane H+ ATPase.This phosphorylation appears to regulate the activity of the proton transporter.",80.713,1291,217,7,303,1568,1284,1,0,1204,0.2376884620649719,2.30264818194119,2.960695301779189e-9,9.096261162941355e-9,19338
Bra022795,NA,NA,QTL1,UN_r,A03,7097593,7099778,AT2G30370.2,AT2G30370,CHAL;EPFL6,"Encodes a small, potentially secreted protein that acts as an inhibitor of stomatal production though likely not through direct interaction with the TMM receptor.  It is homologous to known stomatal regulators EPF1 and EPF2.",84.332,434,62,2,246,676,471,41,1.11e-132,473,1.9855590162896632,2.7071000232049327,1.3707507616662991e-12,6.094398702768217e-12,22221
Bra022796,NA,NA,QTL1,UN_r,A03,7107780,7108971,AT2G30400.1,AT2G30400,ATOFP2;OFP2,NA,79.529,977,136,9,38,964,1,963,0,877,1.3163851548291652,1.7795852969109147,3.494027087580746e-5,6.387779385674691e-5,12988
Bra022797,NA,NA,QTL1,UN_r,A03,7116522,7117934,AT2G43590.1,AT2G43590,NA,NA,85.106,799,114,3,1,798,1,795,0,895,0.30020932111512777,6.071983618419034,3.751658954881612e-38,5.492980537208685e-37,26711
Bra022798,NA,NA,QTL1,UN_r,A03,7119249,7119933,AT2G30410.1,AT2G30410,KIS;TFCA,mutant has embryo defect; enlarged embryo cells and endosperm nuclei; Tubulin Folding Cofactor A,86.58,231,22,1,1,222,112,342,4.61e-75,280,NA,NA,NA,NA,NA
Bra022799,NA,NA,QTL1,UN_r,A03,7127639,7128878,AT2G30440.1,AT2G30440,Plsp2B;TPP,Encodes a thylakoidal processing peptidase that removes signal sequences from proteins synthesized in the cytoplasm and transported into the thylakoid lumen.,90.795,239,20,1,229,465,745,983,1.22e-89,329,1.0487828400492134,6.878171444347616,2.4893040210968664e-43,4.1442141508016824e-42,26947
Bra022800,NA,NA,QTL1,UN_r,A03,7129766,7130942,AT2G41910.1,AT2G41910,NA,NA,74.592,736,170,5,252,977,858,130,9.65e-134,477,1.26503394982756,2.687768803956382,1.9838313943731104e-12,8.668263742400293e-12,22108
